ShortIndustry,Industry,IssuedbyOrganization,Issued for Organization,Title,Tender No,ProcurementMethod,Issued Date,Amendments,ClosingDate,SuccessfulVendor,SuccessfulVendorCity,AwardTotal,DateAwarded,Province,Country,IssuedYr,ClosingYr,AwardedYr,IssuedMon,ClosingMon,AwardedMon
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,Quest Shareplex Support Renewal 2/28/17 - 2/28/18 (Victoria),ITQ-005096,Itq,2017-02-14,0,2017-02-22,Quest Software Canada Inc.,Toronto,"$16,977.98",2017-02-28,Ontario,Canada,2017,2017,2017,2,2,2
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Hwy 16 - Bunce Rd. to Blackwater Rd. 4 Laning,37049MJ0000,MOTITT,2017-02-15,1,2017-02-23,IDL Projects Inc.,Prince George,"$15,596,177.43",2017-02-28,British Columbia,Canada,2017,2017,2017,2,2,2
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Bridge Repairs,EN18DCS201,ITT,2017-02-16,2,2017-02-28,Celtic & Eldorado Construction Ltd.,Williams Lake,"$27,049.00",2017-02-28,British Columbia,Canada,2017,2017,2017,2,2,2
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,Red Hat Licenses & Maintenance (Victoria),ITQ-005093,Itq,2017-02-23,1,2017-02-27,Unilogik Systems Inc,Vancouver,"$285,000.00",2017-02-28,British Columbia,Canada,2017,2017,2017,2,2,2
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Spruce Beetle Trap Tree Burning in the Mackenzie Forest District,FH17DMK016,ITT,2017-02-06,1,2017-02-14,N/A,N/A,$0.00,2017-03-01,N/A,N/A,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & delivery of two (2) ATVs (Haida Gwaii),ITQ-005092,Itq,2017-02-16,2,2017-02-20,N R Motors Ltd,Prince George,"$26,668.11",2017-03-01,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply and delivery of one (1) UTV (Prince George),ITQ-005098,Itq,2017-02-22,2,2017-02-24,Cycle North Enterprises Ltd,Prince George,"$17,444.00",2017-03-01,British Columbia,Canada,2017,2017,2017,2,2,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Children and Family Development,Supply & Delivery of Portable Radios (Burnaby),ITQ-005101,Itq,2017-02-23,1,2017-02-27,WTS Wireless Technical Services Inc,Coquitlam,"$42,000.00",2017-03-01,British Columbia,Canada,2017,2017,2017,2,2,3
COSRV,"Education, Social, and Community Services",Ministry of Citizens' Services,Ministry of Citizens' Services,DevOps Specialist,8274,SRFP,2017-02-27,2,2017-02-27,Middleware360 Solutions Inc,Vancouver,"$50,000.00",2017-03-01,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Surfacing, H95A Kimberley to Wasa Jct & Local Side Roads",23928MJ0000,MOTITT,2017-01-31,0,2017-02-28,Emil Anderson Construction (EAC) Inc.,Kelowna,"$7,676,365.33",2017-03-02,British Columbia,Canada,2017,2017,2017,1,2,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Recreation Site Maintenance - Clayoquot Arm,RC18240-004,ITT,2017-01-31,0,2017-03-01,Hupacasath First Nation,Port Alberni,"$5,450.00",2017-03-02,British Columbia,Canada,2017,2017,2017,1,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",West Pavillion FSR Grading & Snow Plowing,EN18DCS203,ITT,2017-02-08,1,2017-02-28,Arnica Contracting Ltd.,Merritt,"$48,204.00",2017-03-02,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supply, Fabricate & Deliver: Selected Bridge Components (Masset)",ITQ-005103,Itq,2017-02-21,0,2017-03-01,Pioneer Precast Products,Chilliwack,"$233,520.00",2017-03-02,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Port Alberni Recreation Site Maintenance,RC18240-003,ITT,2017-02-24,2,2017-03-01,Hupacasath First Nations,Port Alberni,"$7,750.00",2017-03-02,British Columbia,Canada,2017,2017,2017,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,Prince George Intensive Parenting Support and Outreach Program,NR060RFP,RFP,2017-02-01,2,2017-02-14,Carrier Sekani Family Services,Prince George,"$400,000.00",2017-03-03,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HIP Recycling Hwy 3 Princeton to Bromley Rock,24102MJ0000,MOTITT,2017-02-02,0,2017-03-01,Peter's Bros. Construction Ltd.,Penticton,"$1,984,110.00",2017-03-03,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"Supply, Delivery, & Unlo. of Concrete Tanks/Floors (Buttle Lake)",ITQ-005099,Itq,2017-02-14,0,2017-02-23,Nanaimo Precast Limited,Nanaimo,"$18,110.34",2017-03-03,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",White Bull Elk Habitat Restoration Plan Development,8199,SRFP,2017-02-20,1,2017-02-24,Vast Resourse Solutions,Cranbrook,$0.00,2017-03-03,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Construct an approximately 2.2km long eastbound passing lane,23888MJ0000,MOTITT,2017-02-20,2,2017-02-27,Copcan Civil Ltd.,Nanaimo,"$3,311,000.00",2017-03-03,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Vedder Mountain Staging Area,CP172370001,RFP,2017-02-23,0,2017-03-02,Mission ContractingLtd,Mission,"$65,000.00",2017-03-03,British Columbia,Canada,2017,2017,2017,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,Salmon Arm Communication and Problem Management Outreach Program,MCFD-13-2016,SRFP,2017-01-05,3,2017-01-09,N/A,N/A,$0.00,2017-03-06,N/A,N/A,2017,2017,2017,1,1,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"ROCK SLOPE STABILIZATION, GANNER BLUFF MESH ZONE 2 AND 3",86002MJ0239,MOTITT,2017-02-01,0,2017-03-02,Neds Creek Blasting Ltd.,Kamloops,"$511,155.00",2017-03-06,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","West Pavilion FSR, Slope Stabilization and Upgrade ",EN17474-036,RFP,2017-02-02,1,2017-02-14,Landmark Solutions Ltd.,Salmon Arm,"$230,452.00",2017-03-06,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,North Courtenay Connector and Rees Bridge Replacement No. 00239,16604MJ2017,MOTITT,2017-02-21,1,2017-02-28,Knappett Industries (2006) Ltd.,Nanaimo,"$7,264,220.75",2017-03-06,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of GPS Survey Equipment (Surrey),ITQ-005097,Itq,2017-02-16,1,2017-02-23,GlobalTroxler,Calgary,"$7,712.70",2017-03-07,Alberta,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Hwy 1 - 202 St. to 216 St. Hwy Widening and 216 St. Interchange,12570MJ0001,MOTITT,2017-02-17,6,2017-02-24,Jakes Construction Ltd.,Chilliwack,"$45,400,000.00",2017-03-07,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of Custom Tube Steel Sign Board (Williams Lake,ITQ-005102,Itq,2017-02-17,0,2017-02-28,D.F.D. Graphic Creations,Williams Lake,"$8,456.00",2017-03-07,British Columbia,Canada,2017,2017,2017,2,2,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Children and Family Development,Supply & Delivery of Protective Gear (Burnaby),ITQ-005106,Itq,2017-02-24,0,2017-03-06,M.D. Charlton Company Ltd,Saanichton,"$13,419.57",2017-03-07,British Columbia,Canada,2017,2017,2017,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Occupational Therapist Consulting and Training,SDSI-OT-HAB-2017,RFP,2017-03-15,2,2017-03-20,"Dorothy J Skinner, Occupational Therapy Consulting",Victoria,"$110,000.00",2017-03-07,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Gilmour Barn Repair,ITT CLO-005,ITT,2016-11-23,0,2017-01-06,Fricia Construction Inc.,Abbotsford,"$180,480.00",2017-03-08,British Columbia,Canada,2016,2017,2017,11,1,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Disturbance Layer Methodolgy,GS17FSJ0044,SRFP,2017-01-25,3,2017-01-27,N/A,N/A,$0.00,2017-03-09,N/A,N/A,2017,2017,2017,1,1,3
INFRA,"Trades, Infrastruture, and Manufactoring","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Ministry of Natural Gas Development,Request for Proposal - Integrated Petroleum System (iPS),IMB20248,RFP,2017-01-27,2,2017-02-10,CGI Canada,Victoria,"$365,000.00",2017-03-09,British Columbia,Canada,2017,2017,2017,1,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HIP Recycling Hwy 3 Rock Creek to Danshin Village Rd.,24105MJ0000,MOTITT,2017-02-07,0,2017-03-07,ARC Asphalt Recycling Inc.,Kamloops,"$3,145,895.00",2017-03-09,British Columbia,Canada,2017,2017,2017,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Seal Cracked Asphalt Pavement,37342MJ0000,MOTITT,2017-02-09,0,2017-03-03,Federal Joint Sealing Co. of Canada Ltd.,Calgary,"$799,029.40",2017-03-09,Alberta,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of one (1) UTV (Penticton),ITQ-005090,Itq,2017-02-17,1,2017-02-23,0744203 BC Ltd,Penticton,"$17,770.43",2017-03-09,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",QUINSAM DOMESTIC UTILITY UPDGRADE,8238,ITT,2017-02-17,3,2017-02-24,Upland Contracting Ltd.,Victoria,"$216,463.50",2017-03-09,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Hwy 1 Alexandra Bridge deck rehabilitation and seismic retrofit.,12277MJ0001,MOTITT,2017-02-22,3,2017-03-01,Surespan Construction Ltd.,North Vancouver,"$16,371,890.00",2017-03-09,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply & Delivery of 1 Snowmobile/ATV Trailer (Prince George),ITQ-005091,Itq,2017-02-24,0,2017-03-06,N R Motors Ltd,Prince George,"$7,242.95",2017-03-09,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of up to three HW Pressure Washers (Vernon),ITQ-005031R,Itq,2017-02-22,1,2017-02-24,Mancorp Industrial Sales Ltd.,Maple Ridge,"$83,482.56",2017-03-10,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Janitorial Services at Kalamalka Forestry Centre,ITT18JHQ001,ITT,2017-02-24,1,2017-03-08,Gryphon Enterprises Ltd. dba Jani-King of Southern BC,Kelowna,"$12,236.50",2017-03-10,British Columbia,Canada,2017,2017,2017,2,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,Splunk Enterprise Support Renewal (Victoria),ITQ-005107,Itq,2017-02-27,0,2017-03-07,Softchoice LP,Toronto,"$12,327.54",2017-03-10,Ontario,Canada,2017,2017,2017,2,3,3
GovLAW,Government and Law,Procurement Services Branch,Ministry of Public Safety and Solicitor General,Gildan Sweat Shirts & Sweatpants,ITQ-005108,Itq,2017-03-07,4,2017-03-08,Five Star Enterprises of Canada Ltd.,Markham,"$76,005.97",2017-03-10,Ontario,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & delivery of Split Cedar Rails (Parksville & Victoria),ITQ-005126,Itq,2017-03-08,0,2017-03-10,SSD Sawmill Sales Direct Ltd,Ladysmith,"$53,642.40",2017-03-10,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Resurfacing, Hwy 1 North Vancouver and Hwy 15 Surrey.",12744MJ2017,MOTITT,2017-02-08,1,2017-03-07,Lafarge Canada Inc.,Coquitlam,"$2,249,690.00",2017-03-13,British Columbia,Canada,2017,2017,2017,2,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,AKIPS Network Monitor Annual Subscription (Victoria),ITQ-005105,Itq,2017-02-23,0,2017-03-06,AKIPS Pty Ltd.,Cornubia,"$65,670.00",2017-03-13,Queensland,Australia,2017,2017,2017,2,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,Ministry of Citizens' Services,AKIPS Network Monitor Annual Subscription (Victoria),ITQ-005105,Itq,2017-02-23,0,2017-03-06,Klarity Monitoring,Cheltenham,"$6,500.00",2017-03-13,Victoria,Australia,2017,2017,2017,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supply, Haul & Stockpile: RipRap (Surrey)",ITQ-005115,Itq,2017-03-01,0,2017-03-09,H.K.S. Management Inc.,Langley,"$24,003.00",2017-03-13,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Outboard Replacement for 20' Aluminum Boat (North Vancouver),ITQ-005100R,Itq,2017-03-03,0,2017-03-10,Gordon Aulenback Ltd,Port Moody,"$18,950.40",2017-03-13,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"4 Cattleguards (Falkland, Princeton and Penticton)",ITQ-005110,Itq,2017-03-07,2,2017-03-09,Shic Enterprises Ltd,Merritt,"$37,632.00",2017-03-13,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supply, Haul & Stockpile Coho Gravel (Surrey)",ITQ-005113,Itq,2017-03-09,2,2017-03-09,H.K.S. Management Inc.,Langley,"$21,295.31",2017-03-13,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Resurfacing, Hwy 97 Monte Creek Hill and Barnhartvale Rd",24104MJ0000,MOTITT,2017-02-08,0,2017-03-08,Okanagan Aggregates Ltd.,Armstrong,"$2,807,143.00",2017-03-14,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Western Hemlock Looper trapping and retrieval,FH18944-002,ITT,2017-02-24,0,2017-03-14,Thompson Resource Managment Limited,Clearwater,"$22,400.00",2017-03-14,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Douglas-fir tussock moth monitoring:trapping&three-tree beating,FH18944-001,ITT,2017-02-24,0,2017-03-14,0988936 B.C. Ltd. dba JCH Forest Peat Management,Coldstream,"$11,798.50",2017-03-14,British Columbia,Canada,2017,2017,2017,2,3,3
GovLAW,Government and Law,Procurement Services Branch,Ministry of Public Safety and Solicitor General,Bobcat Dig Bucket,ITQ-005116,Itq,2017-03-01,0,2017-03-09,Westerra Equipment Limited Partnership,Kamloops,"$17,808.00",2017-03-14,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"HIP Recycling Highway 97 and Highway 20, Williams Lake Area",24106MJ0000,MOTITT,2017-03-02,1,2017-03-10,Green Roads Recycling Ltd.,Fernie,"$6,164,870.00",2017-03-14,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FY18 Janitorial Services,1070-20/OT18FHQ003,ITT,2017-03-03,2,2017-03-10,Nutech Facility Services Ltd,"Burnaby, BC","$10,721.32",2017-03-14,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FY18 Security Guard & Mobile Patrol,1070-20/OT18FHQ002,ITT,2017-03-06,4,2017-03-10,Paladin Security Group Ltd.,"Burnaby, BC","$14,982.00",2017-03-14,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supply, Haul & Stockpile: WGB & Embedment Material (Surrey)",ITQ-005114,Itq,2017-03-07,1,2017-03-09,H.K.S. Management Inc.,Langley,"$23,357.88",2017-03-14,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,As & When Contaminated Sites Investigations: Highways Department,558601,RQU,2016-12-06,3,2016-12-07,CH2M HILL Canada Limited,Burnaby,"$2,000,000.00",2017-03-15,British Columbia,Canada,2016,2016,2017,12,12,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,As & When Contaminated Sites Investigations: Highways Department,558601,RQU,2016-12-06,3,2016-12-07,SNC-Lavalin Inc,Vancouver,"$2,000,000.00",2017-03-15,British Columbia,Canada,2016,2016,2017,12,12,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,As & When Contaminated Sites Investigations: Highways Department,558601,RQU,2016-12-06,3,2016-12-07,SLR Consulting (Canada) Ltd.,Vancouver,"$2,000,000.00",2017-03-15,British Columbia,Canada,2016,2016,2017,12,12,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",10-Year Peace-Liard Strategic Wildlife Burn Plan,8201,RFP,2017-02-06,3,2017-02-23,Shifting Mosaic Consulting,Fort Nelson,"$44,500.00",2017-03-15,British Columbia,Canada,2017,2017,2017,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Two steel girder/concrete deck bridges (Rocky Mtn. Diestrict),ITQ-005119,Itq,2017-03-06,0,2017-03-14,Rapid-Span Structures Ltd,Armstrong,"$210,560.00",2017-03-15,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Resurfacing, 31.7 lane km,H3:End 4 Lane to Sunday Summit",12745MJ2017,MOTITT,2017-02-23,2,2017-03-09,Peter's Bros. Construction Ltd.,Penticton,"$5,325,311.00",2017-03-16,British Columbia,Canada,2017,2017,2017,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Agriculture,"Supply, delivery, & unpack. of 1 Ultra-low Freezer (Abbotsford)",ITQ-005118,Itq,2017-03-02,0,2017-03-10,VWR International Ltd,Mississauga,"$20,987.68",2017-03-16,Ontario,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Supply & delivery of 24"" IPS DR 1& HDPE Pipe (Oliver)",ITQ-005123,Itq,2017-03-08,0,2017-03-14,Sandale Utility Products,Surrey,"$45,642.24",2017-03-16,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Nursery Stock (Surrey),ITQ-005120,Itq,2017-03-13,1,2017-03-15,Golden Spruce Nurseries 2009 Ltd,Langley,"$31,234.40",2017-03-16,British Columbia,Canada,2017,2017,2017,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",HVAC/Mechanical Equipment Maintenance Services,1070-20/OP18FHQ001,ITT,2017-02-08,0,2017-03-10,ESC Automation Inc,Surrey,"$31,750.00",2017-03-17,British Columbia,Canada,2017,2017,2017,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Third Party Administration of Benefits for West Kelowna,TPA20170002,ITQ,2017-03-07,1,2017-03-13,Partners In Resources Inc.,Kelowna,"$59,808.00",2017-03-17,British Columbia,Canada,2017,2017,2017,3,3,3
GovLAW,Government and Law,Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,PGRCC2017-001,PGRCC2017-001,SRFP,2017-01-25,0,2017-02-09,Jeffrey Thomas Bredo,Prince George,"$75,000.00",2017-03-20,British Columbia,Canada,2017,2017,2017,1,2,3
ENVOMT,Natural Resources and Agriculture,Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,North Sunshine Coast Recreation Service Delivery Opportunity,BCP2017-01,ITQ,2017-02-03,9,2017-02-10,McGrath Contrating Ltd,Victoria,$0.00,2017-03-20,British Columbia,Canada,2017,2017,2017,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HOT-IN-PLACE RECYCLING HIGHWAY 2 AND HIGHWAY 97,37350MJ0000,MOTITT,2017-02-17,0,2017-03-14,Peter's Bros. Construction Ltd.,Penticton,"$4,632,211.00",2017-03-20,British Columbia,Canada,2017,2017,2017,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,As and When Tree Hand Falling Services,233LM6326,ITQ,2017-03-03,0,2017-03-17,I.T. Falling LTD,Kamloops,"$50,000.00",2017-03-20,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,As and When Tree Hand Falling Services,233LM8588,ITQ,2017-03-03,0,2017-03-17,I.T. Falling LTD,Kamloops,"$50,000.00",2017-03-20,British Columbia,Canada,2017,2017,2017,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Third Party Administration of Benefits for Kamloops,TPA20170001,ITQ,2017-03-07,1,2017-03-13,Ask Wellness Society,Kamloops,"$27,999.96",2017-03-20,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Ungulate Guard (Oliver),ITQ-005121,Itq,2017-03-10,1,2017-03-15,Pioneer Precast Products,Chilliwack,"$58,240.00",2017-03-20,British Columbia,Canada,2017,2017,2017,3,3,3
BUSS,"Business, Finance, and Admin",Ministry of Finance,Ministry of Finance,Professional Audit Services - Oil and Gas,2017-MOG-01,SRFP,2017-02-07,0,2017-03-07,GDL Consulting Inc.,Victoria,"$120,000.00",2017-03-21,British Columbia,Canada,2017,2017,2017,2,3,3
GovLAW,Government and Law,Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Aboriginal Program Coordinator,ON-008251,SRFP,2017-03-01,1,2017-03-08,Asiniatik Cultural Services,Pinantan Lake,"$75,000.00",2017-03-21,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Surfacing H20 Redstone to Alexis Creek,24109MJ0000,MOTITT,2017-03-07,1,2017-03-15,Belvedere Paving Ltd.,Kelowna,"$4,528,972.00",2017-03-21,British Columbia,Canada,2017,2017,2017,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HWY 3/95 MOYIE RIVER AT SWANSEA BRIDGE NO. 0764 AND APPROACHES,23690MJ0000,MOTITT,2017-03-07,2,2017-03-14,Projex Infrastructure Ltd.,Langley,"$4,316,344.50",2017-03-21,British Columbia,Canada,2017,2017,2017,3,3,3
